 2.77900e+03  1.26002e+02  4.13137e-02  2.08063e-04  1.69822e+00  3.30400e-02
 2.78000e+03  1.24500e+02  4.38739e-02  2.79209e-05  1.69554e+00  3.30290e-02
 2.78100e+03  1.23570e+02  4.08788e-02  2.44090e-04  1.69286e+00  3.30180e-02
 2.78200e+03  1.22900e+02  3.28902e-02 -2.11607e-05  1.69020e+00  3.30070e-02
 2.78300e+03  1.22218e+02  2.53805e-02 -2.35224e-04  1.68753e+00  3.29960e-02
 2.78400e+03  1.21271e+02  2.98340e-02  4.56558e-05  1.68487e+00  3.29850e-02
 2.78500e+03  1.20429e+02  2.65893e-02 -1.15760e-05  1.68222e+00  3.29740e-02
 2.78600e+03  1.19613e+02  3.34167e-02  1.12368e-04  1.67957e+00  3.29630e-02
 2.78700e+03  1.18299e+02  4.73991e-02  3.39805e-04  1.67693e+00  3.29520e-02
 2.78800e+03  1.18226e+02  2.86825e-02 -2.37686e-04  1.67429e+00  3.29411e-02
 2.78900e+03  1.16097e+02  4.47905e-02  4.46101e-04  1.67166e+00  3.29300e-02
 2.79000e+03  1.14569e+02  5.01238e-02  4.27976e-04  1.66903e+00  3.29191e-02
 2.79100e+03  1.14373e+02  2.25312e-02 -2.04674e-04  1.66641e+00  3.29080e-02
 2.79200e+03  1.12125e+02  5.05655e-02  4.88112e-04  1.66379e+00  3.28971e-02
 2.79300e+03  1.11266e+02  4.93274e-02  4.10263e-04  1.66117e+00  3.28861e-02
 2.79400e+03  1.10982e+02  3.96789e-02  2.02234e-04  1.65857e+00  3.28751e-02
 2.79500e+03  1.11026e+02  2.19695e-02 -1.55507e-04  1.65596e+00  3.28641e-02
 2.79600e+03  1.10921e+02  1.83821e-02 -2.80828e-04  1.65337e+00  3.28531e-02
 2.79700e+03  1.09977e+02  2.54148e-02 -9.08227e-05  1.65077e+00  3.28421e-02
 2.79800e+03  1.09643e+02  2.77389e-02 -7.46481e-05  1.64819e+00  3.28311e-02
 2.79900e+03  1.09099e+02  2.99866e-02 -1.32042e-04  1.64561e+00  3.28201e-02
 2.80000e+03  1.07823e+02  3.50229e-02 -1.72520e-05  1.64303e+00  3.28091e-02
 2.80100e+03  1.06921e+02  5.59215e-03 -8.83705e-04  1.64045e+00  3.27981e-02
 2.80200e+03  1.05123e+02  1.47042e-02 -8.33376e-04  1.63791e+00  3.27941e-02
 2.80300e+03  1.02915e+02  2.68694e-02 -5.54091e-04  1.63537e+00  3.27891e-02
 2.80400e+03  1.01924e+02  2.43176e-02 -5.90010e-04  1.63283e+00  3.27841e-02
 2.80500e+03  1.00490e+02  2.31197e-02 -5.32816e-04  1.63030e+00  3.27791e-02
 2.80600e+03  9.95015e+01  3.54383e-02 -2.92641e-04  1.62777e+00  3.27741e-02
 2.80700e+03  9.91895e+01  2.27330e-02 -5.96846e-04  1.62525e+00  3.27691e-02
 2.80800e+03  9.85745e+01  2.06258e-02 -4.72585e-04  1.62273e+00  3.27641e-02
 2.80900e+03  9.83174e+01  2.25730e-02 -4.48625e-04  1.62021e+00  3.27591e-02
 2.81000e+03  9.80741e+01  1.10186e-02 -6.17280e-04  1.61770e+00  3.27541e-02
 2.81100e+03  9.73119e+01  1.29134e-02 -5.05592e-04  1.61519e+00  3.27491e-02
 2.81200e+03  9.62279e+01  1.95796e-02 -4.98909e-04  1.61269e+00  3.27442e-02
 2.81300e+03  9.47983e+01  2.07556e-02 -5.24011e-04  1.61020e+00  3.27392e-02
 2.81400e+03  9.32937e+01  2.34334e-02 -5.17346e-04  1.60771e+00  3.27341e-02
 2.81500e+03  9.10485e+01  3.18266e-02 -4.22519e-04  1.60523e+00  3.27291e-02
 2.81600e+03  8.99888e+01  3.22610e-02 -4.30271e-04  1.60275e+00  3.27241e-02
 2.81700e+03  8.87146e+01  3.70847e-02 -3.15438e-04  1.60027e+00  3.27192e-02
 2.81800e+03  8.78925e+01  2.95077e-02 -4.59913e-04  1.59780e+00  3.27142e-02
 2.81900e+03  8.68364e+01  3.58279e-02 -2.12945e-04  1.59533e+00  3.27092e-02
 2.82000e+03  8.62057e+01  3.23315e-02 -2.02473e-04  1.59287e+00  3.27041e-02
 2.82100e+03  8.59628e+01  2.88333e-02 -2.25164e-04  1.59041e+00  3.26991e-02
 2.82200e+03  8.57027e+01  2.92475e-02 -1.46286e-04  1.58796e+00  3.26941e-02
 2.82300e+03  8.54794e+01  2.59272e-02 -2.20724e-04  1.58551e+00  3.26892e-02
 2.82400e+03  8.48725e+01  2.44291e-02 -2.28089e-04  1.58306e+00  3.26842e-02
 2.82500e+03  8.40398e+01  1.89905e-02 -3.90261e-04  1.58062e+00  3.26791e-02
 2.82600e+03  8.28282e+01  2.41921e-02 -2.88307e-04  1.57819e+00  3.26741e-02
 2.82700e+03  8.19148e+01  2.95304e-02 -3.16727e-04  1.57576e+00  3.26692e-02
 2.82800e+03  8.08558e+01  2.94023e-02 -2.05140e-04  1.57333e+00  3.26641e-02
 2.82900e+03  8.05205e+01  2.83284e-02 -2.59761e-04  1.57091e+00  3.26592e-02
 2.83000e+03  7.99824e+01  2.60413e-02 -1.83480e-04  1.56850e+00  3.26542e-02
 2.83100e+03  7.96862e+01  2.93823e-02 -7.49943e-05  1.56609e+00  3.26492e-02
 2.83200e+03  7.97948e+01  2.36330e-02 -8.27912e-05  1.56368e+00  3.26442e-02
 2.83300e+03  7.99188e+01  2.57102e-02  2.29929e-05  1.56127e+00  3.26392e-02
 2.83400e+03  8.01227e+01  2.08456e-02 -8.10658e-05  1.55888e+00  3.26342e-02
 2.83500e+03  7.94269e+01  1.94050e-02 -2.17461e-04  1.55648e+00  3.26292e-02
 2.83600e+03  7.81551e+01  2.95484e-02 -4.39543e-06  1.55410e+00  3.26242e-02
 2.83700e+03  7.69292e+01  2.65236e-02 -2.19028e-04  1.55171e+00  3.26191e-02
 2.83800e+03  7.53054e+01  3.31352e-02 -1.41011e-04  1.54933e+00  3.26141e-02
 2.83900e+03  7.42186e+01  3.10824e-02 -2.51079e-04  1.54695e+00  3.26091e-02
 2.84000e+03  7.26665e+01  3.29678e-02 -2.66438e-04  1.54459e+00  3.26042e-02
 2.84100e+03  7.16920e+01  3.09248e-02 -2.99194e-04  1.54222e+00  3.25992e-02
 2.84200e+03  7.06061e+01  3.90374e-02 -1.26478e-04  1.53985e+00  3.25941e-02
 2.84300e+03  7.01201e+01  3.39682e-02 -1.92444e-04  1.53750e+00  3.25891e-02
 2.84400e+03  6.96650e+01  3.54227e-02 -6.85089e-05  1.53515e+00  3.25842e-02
 2.84500e+03  6.89162e+01  3.22159e-02 -6.99323e-05  1.53280e+00  3.25792e-02
 2.84600e+03  6.84791e+01  3.31543e-02 -1.10958e-04  1.53046e+00  3.25742e-02
 2.84700e+03  6.75200e+01  3.60264e-02  1.16412e-06  1.52812e+00  3.25692e-02
 2.84800e+03  6.72190e+01  3.31722e-02 -3.31026e-05  1.52578e+00  3.25642e-02
 2.84900e+03  6.64380e+01  3.23645e-02 -2.19538e-05  1.52345e+00  3.25592e-02
 2.85000e+03  6.56566e+01  2.82105e-02 -9.15596e-05  1.52112e+00  3.25542e-02
 2.85100e+03  6.41204e+01  5.04186e-02  3.49004e-04  1.51880e+00  3.25492e-02
 2.85200e+03  6.26731e+01  5.77354e-02  5.52120e-04  1.51648e+00  3.25442e-02
 2.85300e+03  6.18500e+01  4.63634e-02  3.18685e-04  1.51417e+00  3.25392e-02
 2.85400e+03  6.10944e+01  4.37081e-02  2.80179e-04  1.51186e+00  3.25342e-02
 2.85500e+03  6.05173e+01  4.59306e-02  2.80250e-04  1.50955e+00  3.25292e-02
 2.85600e+03  6.01770e+01  3.89259e-02  1.93988e-04  1.50725e+00  3.25243e-02
 2.85700e+03  6.00546e+01  3.48040e-02  1.38340e-04  1.50496e+00  3.25193e-02
 2.85800e+03  5.98519e+01  3.33635e-02  1.75091e-04  1.50267e+00  3.25142e-02
 2.85900e+03  5.93635e+01  3.60306e-02  2.62405e-04  1.50038e+00  3.25092e-02
 2.86000e+03  5.88964e+01  3.23833e-02  1.91719e-04  1.49809e+00  3.25042e-02
 2.86100e+03  5.85118e+01  3.22991e-02  1.74282e-04  1.49581e+00  3.24993e-02
 2.86200e+03  5.78785e+01  3.14247e-02  1.58622e-04  1.49354e+00  3.24943e-02
 2.86300e+03  5.72578e+01  3.45552e-02  1.37650e-04  1.49127e+00  3.24893e-02
 2.86400e+03  5.66536e+01  3.14998e-02  1.32233e-04  1.48900e+00  3.24842e-02
 2.86500e+03  5.59062e+01  3.17236e-02  1.04415e-04  1.48674e+00  3.24792e-02
 2.86600e+03  5.52882e+01  3.69069e-02  1.67204e-04  1.48448e+00  3.24742e-02
 2.86700e+03  5.47391e+01  3.35224e-02  5.31884e-05  1.48223e+00  3.24693e-02
 2.86800e+03  5.41315e+01  2.72883e-02 -2.13869e-05  1.47998e+00  3.24643e-02
 2.86900e+03  5.36445e+01  3.28514e-02  1.05244e-04  1.47773e+00  3.24593e-02
 2.87000e+03  5.31789e+01  3.16225e-02  1.01697e-04  1.47549e+00  3.24542e-02
 2.87100e+03  5.29338e+01  3.03798e-02  1.28424e-04  1.47325e+00  3.24492e-02
 2.87200e+03  5.25430e+01  2.95634e-02  1.03497e-04  1.47102e+00  3.24442e-02
 2.87300e+03  5.20268e+01  2.83135e-02  9.85562e-05  1.46880e+00  3.24392e-02
 2.87400e+03  5.14174e+01  3.10411e-02  1.18257e-04  1.46657e+00  3.24343e-02
 2.87500e+03  5.04150e+01  3.31253e-02  1.19037e-04  1.46435e+00  3.24292e-02
 2.87600e+03  4.98910e+01  3.01229e-02  6.71719e-06  1.46214e+00  3.24242e-02
 2.87700e+03  4.86683e+01  3.51476e-02  9.02342e-05  1.45992e+00  3.24192e-02
 2.87800e+03  4.80844e+01  2.76658e-02 -9.30532e-05  1.45772e+00  3.24142e-02
 2.87900e+03  4.70257e+01  3.85603e-02  1.28127e-04  1.45551e+00  3.24092e-02
 2.88000e+03  4.61791e+01  4.04796e-02  1.67785e-04  1.45331e+00  3.24042e-02
 2.88100e+03  4.61324e+01  2.89465e-02 -1.02339e-04  1.45112e+00  3.23992e-02
 2.88200e+03  4.53418e+01  3.37631e-02  4.46263e-05  1.44892e+00  3.23942e-02
 2.88300e+03  4.46433e+01  3.70981e-02  1.30575e-04  1.44674e+00  3.23892e-02
 2.88400e+03  4.44873e+01  3.10678e-02  1.66754e-05  1.44455e+00  3.23842e-02
 2.88500e+03  4.39506e+01  3.32090e-02  1.06107e-04  1.44237e+00  3.23792e-02
 2.88600e+03  4.38116e+01  3.17288e-02  1.21132e-05  1.44020e+00  3.23742e-02
 2.88700e+03  4.32038e+01  3.39545e-02  1.19145e-04  1.43803e+00  3.23692e-02
 2.88800e+03  4.28167e+01  3.31718e-02  8.09920e-05  1.43586e+00  3.23642e-02
 2.88900e+03  4.22564e+01  3.03011e-02  7.73158e-05  1.43370e+00  3.23592e-02
 2.89000e+03  4.16397e+01  3.40682e-02  1.33730e-04  1.43154e+00  3.23543e-02
 2.89100e+03  4.13846e+01  3.53746e-02  1.28607e-04  1.42938e+00  3.23493e-02
 2.89200e+03  4.08472e+01  2.87869e-02  5.06875e-05  1.42723e+00  3.23443e-02
 2.89300e+03  4.04234e+01  2.70359e-02  2.01164e-05  1.42508e+00  3.23393e-02
 2.89400e+03  3.99778e+01  2.86946e-02  4.82946e-05  1.42294e+00  3.23343e-02
 2.89500e+03  3.92665e+01  3.15544e-02  1.38050e-04  1.42080e+00  3.23293e-02
 2.89600e+03  3.88900e+01  2.84901e-02  2.73052e-05  1.41866e+00  3.23243e-02
 2.89700e+03  3.81582e+01  3.33367e-02  1.57075e-04  1.41653e+00  3.23193e-02
 2.89800e+03  3.78466e+01  2.80904e-02  3.08948e-05  1.41440e+00  3.23143e-02
 2.89900e+03  3.75541e+01  2.89158e-02  5.72939e-05  1.41228e+00  3.23093e-02
 2.90000e+03  3.72171e+01  3.07308e-02  1.14858e-04  1.41016e+00  3.23043e-02
 2.90100e+03  3.69896e+01  2.79176e-02  7.65614e-05  1.40804e+00  3.22993e-02
 2.90200e+03  3.65077e+01  2.44194e-02  3.46479e-05  1.40594e+00  3.22931e-02
 2.90300e+03  3.60912e+01  2.86421e-02  9.28430e-05  1.40384e+00  3.22871e-02
 2.90400e+03  3.57831e+01  2.62896e-02  7.97260e-05  1.40174e+00  3.22811e-02
 2.90500e+03  3.55255e+01  2.70782e-02  5.61408e-05  1.39965e+00  3.22751e-02
 2.90600e+03  3.53175e+01  2.36377e-02 -9.58073e-06  1.39756e+00  3.22691e-02
 2.90700e+03  3.49589e+01  2.45524e-02 -9.72407e-06  1.39547e+00  3.22631e-02
 2.90800e+03  3.45304e+01  2.36905e-02 -1.98479e-05  1.39339e+00  3.22571e-02
 2.90900e+03  3.41298e+01  2.47838e-02  2.10773e-05  1.39131e+00  3.22511e-02
 2.91000e+03  3.36888e+01  2.27016e-02 -1.50875e-05  1.38924e+00  3.22451e-02
 2.91100e+03  3.32412e+01  2.44586e-02  8.71481e-06  1.38717e+00  3.22391e-02
 2.91200e+03  3.27546e+01  2.37556e-02 -1.43284e-05  1.38510e+00  3.22331e-02
 2.91300e+03  3.21875e+01  2.52496e-02  3.56810e-05  1.38304e+00  3.22271e-02
 2.91400e+03  3.17509e+01  2.77798e-02  7.87975e-05  1.38098e+00  3.22212e-02
 2.91500e+03  3.11427e+01  2.66308e-02  5.16227e-05  1.37892e+00  3.22152e-02
 2.91600e+03  3.06795e+01  2.59384e-02  3.19088e-05  1.37687e+00  3.22091e-02
 2.91700e+03  3.00815e+01  2.76005e-02  4.21351e-05  1.37482e+00  3.22032e-02
 2.91800e+03  2.95796e+01  2.94752e-02  7.99149e-05  1.37277e+00  3.21971e-02
 2.91900e+03  2.93461e+01  2.75928e-02  5.39380e-05  1.37073e+00  3.21912e-02
 2.92000e+03  2.89046e+01  2.74567e-02  6.20882e-05  1.36870e+00  3.21851e-02
 2.92100e+03  2.86554e+01  2.86761e-02  9.18101e-05  1.36666e+00  3.21791e-02
 2.92200e+03  2.82817e+01  2.72458e-02  5.92285e-05  1.36463e+00  3.21732e-02
 2.92300e+03  2.78766e+01  2.77146e-02  9.62276e-05  1.36261e+00  3.21672e-02
 2.92400e+03  2.77050e+01  2.64012e-02  7.72345e-05  1.36058e+00  3.21612e-02
 2.92500e+03  2.75674e+01  2.48672e-02  4.91096e-05  1.35856e+00  3.21552e-02
 2.92600e+03  2.74065e+01  2.49832e-02  6.81448e-05  1.35655e+00  3.21491e-02
 2.92700e+03  2.71905e+01  2.49527e-02  9.03513e-05  1.35454e+00  3.21431e-02
 2.92800e+03  2.69277e+01  2.41005e-02  6.77845e-05  1.35253e+00  3.21371e-02
 2.92900e+03  2.66233e+01  2.32160e-02  6.55025e-05  1.35052e+00  3.21311e-02
 2.93000e+03  2.61971e+01  2.27555e-02  2.56735e-05  1.34852e+00  3.21251e-02
 2.93100e+03  2.58798e+01  2.22021e-02 -1.15577e-05  1.34653e+00  3.21191e-02
 2.93200e+03  2.54382e+01  2.44434e-02  6.15539e-05  1.34453e+00  3.21131e-02
 2.93300e+03  2.50200e+01  2.26329e-02  8.09823e-06  1.34254e+00  3.21071e-02
 2.93400e+03  2.46862e+01  2.38102e-02  3.40046e-05  1.34056e+00  3.21011e-02
 2.93500e+03  2.41828e+01  2.48458e-02  5.79515e-05  1.33858e+00  3.20951e-02
 2.93600e+03  2.38904e+01  2.33929e-02 -1.31389e-05  1.33660e+00  3.20891e-02
 2.93700e+03  2.34184e+01  2.56477e-02  6.81147e-05  1.33462e+00  3.20831e-02
 2.93800e+03  2.30150e+01  2.36199e-02  4.08750e-05  1.33265e+00  3.20771e-02
 2.93900e+03  2.27794e+01  2.57891e-02  9.17152e-05  1.33068e+00  3.20711e-02
 2.94000e+03  2.25066e+01  2.45200e-02  8.70149e-05  1.32872e+00  3.20651e-02
 2.94100e+03  2.24442e+01  2.34229e-02  6.09439e-05  1.32676e+00  3.20591e-02
 2.94200e+03  2.22238e+01  2.32831e-02  9.18623e-05  1.32480e+00  3.20531e-02
 2.94300e+03  2.19775e+01  2.59675e-02  1.39178e-04  1.32285e+00  3.20471e-02
 2.94400e+03  2.17324e+01  2.22666e-02  6.22158e-05  1.32089e+00  3.20411e-02
 2.94500e+03  2.15232e+01  2.35645e-02  8.72889e-05  1.31895e+00  3.20351e-02
 2.94600e+03  2.13413e+01  2.27289e-02  7.59178e-05  1.31700e+00  3.20291e-02
 2.94700e+03  2.10503e+01  2.20547e-02  4.87252e-05  1.31507e+00  3.20231e-02
 2.94800e+03  2.07420e+01  2.44883e-02  1.20594e-04  1.31313e+00  3.20171e-02
 2.94900e+03  2.04859e+01  2.33745e-02  1.16349e-04  1.31120e+00  3.20111e-02
 2.95000e+03  2.02156e+01  2.28453e-02  7.51341e-05  1.30927e+00  3.20052e-02
 2.95100e+03  1.98990e+01  2.53874e-02  1.43382e-04  1.30734e+00  3.19992e-02
 2.95200e+03  1.95775e+01  2.49733e-02  1.20846e-04  1.30542e+00  3.19932e-02
 2.95300e+03  1.91471e+01  2.61258e-02  1.57128e-04  1.30350e+00  3.19872e-02
 2.95400e+03  1.89033e+01  2.25552e-02  6.44791e-05  1.30159e+00  3.19812e-02
 2.95500e+03  1.85415e+01  2.55794e-02  1.03448e-04  1.29968e+00  3.19752e-02
 2.95600e+03  1.83310e+01  2.65521e-02  1.16680e-04  1.29777e+00  3.19692e-02
 2.95700e+03  1.81093e+01  2.28595e-02  8.34807e-05  1.29587e+00  3.19632e-02
 2.95800e+03  1.79104e+01  2.24342e-02  1.00686e-04  1.29397e+00  3.19572e-02
 2.95900e+03  1.77181e+01  2.25359e-02  1.05392e-04  1.29206e+00  3.19512e-02
 2.96000e+03  1.74592e+01  2.28015e-02  9.47071e-05  1.29017e+00  3.19452e-02
 2.96100e+03  1.72222e+01  2.32820e-02  1.08328e-04  1.28829e+00  3.19392e-02
 2.96200e+03  1.67729e+01  2.21344e-02  9.50373e-05  1.28640e+00  3.19332e-02
 2.96300e+03  1.64766e+01  2.12304e-02  7.86937e-05  1.28451e+00  3.19272e-02
 2.96400e+03  1.62816e+01  2.41034e-02  1.40579e-04  1.28263e+00  3.19212e-02
 2.96500e+03  1.62367e+01  1.99009e-02  3.95265e-05  1.28076e+00  3.19152e-02
 2.96600e+03  1.60780e+01  2.30979e-02  1.10523e-04  1.27888e+00  3.19092e-02
 2.96700e+03  1.59965e+01  2.19870e-02  1.19919e-04  1.27701e+00  3.19032e-02
 2.96800e+03  1.58577e+01  2.08200e-02  9.74295e-05  1.27514e+00  3.18972e-02
 2.96900e+03  1.57863e+01  2.05682e-02  1.05676e-04  1.27328e+00  3.18912e-02
 2.97000e+03  1.54019e+01  1.84928e-02  7.90888e-05  1.27142e+00  3.18852e-02
 2.97100e+03  1.51257e+01  2.02810e-02  1.13558e-04  1.26956e+00  3.18792e-02
 2.97200e+03  1.49179e+01  2.13896e-02  1.21020e-04  1.26771e+00  3.18732e-02
 2.97300e+03  1.46633e+01  1.98754e-02  9.39106e-05  1.26586e+00  3.18672e-02
 2.97400e+03  1.44926e+01  1.98412e-02  1.05194e-04  1.26401e+00  3.18612e-02
 2.97500e+03  1.42268e+01  2.08352e-02  1.21218e-04  1.26216e+00  3.18552e-02
 2.97600e+03  1.39917e+01  1.98984e-02  9.85925e-05  1.26032e+00  3.18492e-02
 2.97700e+03  1.38217e+01  1.93868e-02  9.22283e-05  1.25849e+00  3.18432e-02
 2.97800e+03  1.35795e+01  1.98588e-02  8.50544e-05  1.25665e+00  3.18372e-02
 2.97900e+03  1.34045e+01  2.07124e-02  1.20068e-04  1.25482e+00  3.18312e-02
 2.98000e+03  1.32000e+01  2.05031e-02  1.04877e-04  1.25299e+00  3.18252e-02
 2.98100e+03  1.30551e+01  1.97966e-02  8.93646e-05  1.25117e+00  3.18192e-02
 2.98200e+03  1.29327e+01  2.04706e-02  8.95783e-05  1.24935e+00  3.18132e-02
 2.98300e+03  1.27403e+01  1.85322e-02  1.05155e-04  1.24753e+00  3.18072e-02
 2.98400e+03  1.26106e+01  1.95088e-02  1.10046e-04  1.24571e+00  3.18012e-02
 2.98500e+03  1.23969e+01  1.83081e-02  9.96007e-05  1.24390e+00  3.17952e-02
 2.98600e+03  1.23570e+01  1.72892e-02  8.19842e-05  1.24209e+00  3.17892e-02
 2.98700e+03  1.22689e+01  1.78932e-02  8.91864e-05  1.24029e+00  3.17832e-02
 2.98800e+03  1.21143e+01  1.86432e-02  9.21042e-05  1.23849e+00  3.17772e-02
 2.98900e+03  1.20169e+01  1.69355e-02  8.90194e-05  1.23669e+00  3.17712e-02
 2.99000e+03  1.18081e+01  1.99646e-02  1.18819e-04  1.23489e+00  3.17653e-02
 2.99100e+03  1.16433e+01  1.69888e-02  1.08259e-04  1.23310e+00  3.17593e-02
 2.99200e+03  1.14249e+01  1.88543e-02  9.30305e-05  1.23131e+00  3.17532e-02
 2.99300e+03  1.12322e+01  2.03879e-02  1.25971e-04  1.22953e+00  3.17472e-02
 2.99400e+03  1.10107e+01  1.87740e-02  1.16790e-04  1.22775e+00  3.17413e-02
 2.99500e+03  1.07757e+01  1.75349e-02  8.32928e-05  1.22597e+00  3.17352e-02
 2.99600e+03  1.06723e+01  1.57921e-02  5.07843e-05  1.22419e+00  3.17293e-02
 2.99700e+03  1.04228e+01  1.76019e-02  9.56560e-05  1.22242e+00  3.17233e-02
 2.99800e+03  1.02908e+01  1.78500e-02  1.04704e-04  1.22065e+00  3.17172e-02
 2.99900e+03  1.02798e+01  1.70546e-02  6.01699e-05  1.21888e+00  3.17113e-02
 3.00000e+03  1.01658e+01  1.69412e-02  9.34418e-05  1.21712e+00  3.17053e-02
 3.00100e+03  1.00746e+01  1.59524e-02  6.89938e-05  1.21536e+00  3.16992e-02
 3.00200e+03  9.98758e+00  1.50712e-02  5.46272e-05  1.21362e+00  3.17000e-02
 3.00300e+03  9.83728e+00  1.60018e-02  6.57393e-05  1.21188e+00  3.17000e-02
 3.00400e+03  9.73477e+00  1.50676e-02  5.50779e-05  1.21014e+00  3.17000e-02
 3.00500e+03  9.60374e+00  1.40566e-02  4.86133e-05  1.20840e+00  3.17000e-02
 3.00600e+03  9.53116e+00  1.47389e-02  6.60874e-05  1.20666e+00  3.17000e-02
 3.00700e+03  9.40246e+00  1.50470e-02  6.76805e-05  1.20494e+00  3.17000e-02
 3.00800e+03  9.24262e+00  1.43570e-02  5.71041e-05  1.20321e+00  3.17000e-02
 3.00900e+03  9.11614e+00  1.54025e-02  5.46002e-05  1.20148e+00  3.17000e-02
 3.01000e+03  8.89454e+00  1.54019e-02  6.59396e-05  1.19976e+00  3.17000e-02
 3.01100e+03  8.76524e+00  1.46471e-02  4.32251e-05  1.19804e+00  3.17000e-02
 3.01200e+03  8.56325e+00  1.56339e-02  5.60789e-05  1.19633e+00  3.17000e-02
 3.01300e+03  8.41355e+00  1.46486e-02  5.30157e-05  1.19462e+00  3.17000e-02
 3.01400e+03  8.32182e+00  1.41636e-02  4.38629e-05  1.19291e+00  3.17000e-02
 3.01500e+03  8.19066e+00  1.41823e-02  4.60347e-05  1.19120e+00  3.17000e-02
 3.01600e+03  8.10523e+00  1.41234e-02  4.83743e-05  1.18950e+00  3.17000e-02
 3.01700e+03  8.04241e+00  1.33708e-02  4.26953e-05  1.18780e+00  3.17000e-02
 3.01800e+03  7.97348e+00  1.29593e-02  4.55679e-05  1.18610e+00  3.17000e-02
 3.01900e+03  7.91607e+00  1.34912e-02  6.24426e-05  1.18441e+00  3.17000e-02
 3.02000e+03  7.86309e+00  1.24588e-02  4.48390e-05  1.18272e+00  3.17000e-02
 3.02100e+03  7.79885e+00  1.33534e-02  5.55181e-05  1.18103e+00  3.17000e-02
 3.02200e+03  7.70177e+00  1.28492e-02  4.86218e-05  1.17935e+00  3.17000e-02
 3.02300e+03  7.61146e+00  1.22579e-02  3.78589e-05  1.17766e+00  3.17000e-02
 3.02400e+03  7.51251e+00  1.24051e-02  4.01583e-05  1.17598e+00  3.17000e-02
 3.02500e+03  7.36508e+00  1.21474e-02  3.82243e-05  1.17431e+00  3.17000e-02
 3.02600e+03  7.24011e+00  1.30803e-02  5.03681e-05  1.17263e+00  3.17000e-02
 3.02700e+03  7.10968e+00  1.30904e-02  5.07049e-05  1.17097e+00  3.17000e-02
 3.02800e+03  6.95811e+00  1.36653e-02  6.09719e-05  1.16930e+00  3.17000e-02
 3.02900e+03  6.86290e+00  1.26558e-02  4.12912e-05  1.16764e+00  3.17000e-02
 3.03000e+03  6.71133e+00  1.25892e-02  4.04173e-05  1.16598e+00  3.17000e-02
 3.03100e+03  6.58645e+00  1.34895e-02  5.80445e-05  1.16432e+00  3.17000e-02
 3.03200e+03  6.51387e+00  1.33515e-02  5.26605e-05  1.16266e+00  3.17000e-02
 3.03300e+03  6.35920e+00  1.35029e-02  7.37751e-05  1.16101e+00  3.17000e-02
 3.03400e+03  6.34961e+00  1.25823e-02  5.47970e-05  1.15936e+00  3.17000e-02
 3.03500e+03  6.26267e+00  1.27081e-02  6.22690e-05  1.15771e+00  3.17000e-02
 3.03600e+03  6.21117e+00  1.23328e-02  5.48864e-05  1.15607e+00  3.17000e-02
 3.03700e+03  6.13275e+00  1.15364e-02  5.18759e-05  1.15442e+00  3.17000e-02
 3.03800e+03  6.10598e+00  1.26003e-02  6.56237e-05  1.15279e+00  3.17000e-02
 3.03900e+03  6.10926e+00  1.08791e-02  3.99368e-05  1.15115e+00  3.17000e-02
 3.04000e+03  6.08037e+00  1.12912e-02  5.43209e-05  1.14952e+00  3.17000e-02
 3.04100e+03  6.03739e+00  1.12548e-02  5.33862e-05  1.14789e+00  3.17000e-02
 3.04200e+03  5.93385e+00  1.13011e-02  6.00650e-05  1.14626e+00  3.17000e-02
 3.04300e+03  5.85502e+00  1.13060e-02  4.88145e-05  1.14464e+00  3.17000e-02
 3.04400e+03  5.76770e+00  1.15108e-02  5.28488e-05  1.14302e+00  3.17000e-02
 3.04500e+03  5.68952e+00  1.14906e-02  5.41091e-05  1.14140e+00  3.17000e-02
 3.04600e+03  5.62021e+00  1.19440e-02  5.72498e-05  1.13978e+00  3.17000e-02
 3.04700e+03  5.45766e+00  1.20585e-02  6.71630e-05  1.13817e+00  3.17000e-02
 3.04800e+03  5.34860e+00  1.13821e-02  5.21687e-05  1.13656e+00  3.17000e-02
 3.04900e+03  5.28968e+00  1.04309e-02  2.17483e-05  1.13495e+00  3.17000e-02
 3.05000e+03  5.13895e+00  1.13387e-02  4.23059e-05  1.13335e+00  3.17000e-02
 3.05100e+03  5.04957e+00  1.15655e-02  4.70646e-05  1.13175e+00  3.17000e-02
 3.05200e+03  4.93412e+00  1.12340e-02  4.76280e-05  1.13015e+00  3.17000e-02
 3.05300e+03  4.85115e+00  1.08302e-02  4.04345e-05  1.12855e+00  3.17000e-02
 3.05400e+03  4.79008e+00  1.07235e-02  4.34423e-05  1.12696e+00  3.17000e-02
 3.05500e+03  4.71556e+00  1.07999e-02  5.09822e-05  1.12537e+00  3.17000e-02
 3.05600e+03  4.71549e+00  9.81186e-03  3.06658e-05  1.12378e+00  3.17000e-02
 3.05700e+03  4.68527e+00  9.77052e-03  3.81343e-05  1.12219e+00  3.17000e-02
 3.05800e+03  4.65839e+00  9.77430e-03  4.26323e-05  1.12061e+00  3.17000e-02
 3.05900e+03  4.61056e+00  1.04615e-02  5.52895e-05  1.11903e+00  3.17000e-02
 3.06000e+03  4.57409e+00  9.40355e-03  3.44342e-05  1.11745e+00  3.17000e-02
 3.06100e+03  4.52773e+00  9.58406e-03  4.11354e-05  1.11588e+00  3.17000e-02
 3.06200e+03  4.52352e+00  9.11547e-03  3.85275e-05  1.11431e+00  3.17000e-02
